model,set,lab,sample,response,result
gpt-4o-mini,renamed,lab02,54,"    from collections import Counter

    return Counter(s0) == Counter(s1)","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp6ahk4lqb.py"", line 38, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp6ahk4lqb.py"", line 29, in check
    assert candidate('eabcdzzzz', 'dddzzzzzzzddeddabc') == True
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4o-mini,renamed,lab02,55,"    if n <= 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 0, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b",Pass
gpt-4o-mini,renamed,lab02,56,"    stack = []
    
    for char in brackets:
        if char == '<':
            stack.append(char)
        elif char == '>':
            if not stack:
                return False
            stack.pop()
    
    return len(stack) == 0",Pass
gpt-4o-mini,renamed,lab02,57,"    if len(l) < 2:
        return True
    
    increasing = None
    for i in range(1, len(l)):
        if l[i] > l[i - 1]:
            if increasing is None:
                increasing = True
            elif increasing is False:
                return False
        elif l[i] < l[i - 1]:
            if increasing is None:
                increasing = False
            elif increasing is True:
                return False

    return True",Pass
gpt-4o-mini,renamed,lab02,58,    return sorted(set(l1) & set(l2)),Pass
gpt-4o-mini,renamed,lab02,59,"    def is_prime(num: int) -> bool:
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    largest_prime_factor = None
    for i in range(2, n + 1):
        while n % i == 0:
            largest_prime_factor = i
            n //= i

    return largest_prime_factor",Pass
gpt-4o-mini,renamed,lab02,60,    return n * (n + 1) // 2,Pass
gpt-4o-mini,renamed,lab02,61,"    stack = []
    
    for char in brackets:
        if char == '(':
            stack.append(char)
        elif char == ')':
            if not stack:
                return False
            stack.pop()
    
    return len(stack) == 0",Pass
gpt-4o-mini,renamed,lab02,62,"    return [i * coeff for i, coeff in enumerate(xs[1:], start=1)]",Pass
gpt-4o-mini,renamed,lab02,63,"    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 1
    
    fibfib_sequence = [0, 0, 1] + [0] * (n - 2)
    
    for i in range(3, n + 1):
        fibfib_sequence[i] = fibfib_sequence[i - 1] + fibfib_sequence[i - 2] + fibfib_sequence[i - 3]
    
    return fibfib_sequence[n]",Pass
gpt-4o-mini,renamed,lab02,64,"    def vowels_count(s):
        vowels = 'aeiouAEIOU'
        count = 0
        if s and s[-1].lower() == 'y':
            count += 1
        count += sum(1 for char in s if char in vowels)
        return count

    return vowels_count(s)",Pass
gpt-4o-mini,renamed,lab02,65,"    num_str = str(x)
    num_len = len(num_str)

    if shift > num_len:
        return num_str[::-1]

    shift = shift % num_len
    return num_str[-shift:] + num_str[:-shift]",Pass
gpt-4o-mini,renamed,lab02,66,    return sum(ord(char) for char in s if char.isupper()),Pass
gpt-4o-mini,renamed,lab02,67,"    import re

    # Extract numbers of apples and oranges from the input string
    apples = sum(int(num) for num in re.findall(r'(\d+)\s*apples?', s))
    oranges = sum(int(num) for num in re.findall(r'(\d+)\s*oranges?', s))

    # Calculate the number of mangoes
    mangoes = n - apples - oranges
    return mangoes",Pass
gpt-4o-mini,renamed,lab02,68,"    if not arr:
        return []

    smallest_even = float('inf')
    index = -1

    for i, value in enumerate(arr):
        if value % 2 == 0:
            if value < smallest_even:
                smallest_even = value
                index = i

    if index == -1:
        return []

    return [smallest_even, index]",Pass
gpt-4o-mini,renamed,lab02,69,"    frequency = {}
    
    for num in lst:
        if num in frequency:
            frequency[num] += 1
        else:
            frequency[num] = 1
    
    result = -1
    
    for num in frequency:
        if num > 0 and frequency[num] >= num:
            result = max(result, num)
    
    return result",Pass
gpt-4o-mini,renamed,lab02,70,"    if not lst:
        return []
    
    lst.sort()
    result = []
    left, right = 0, len(lst) - 1

    while left <= right:
        if left == right:
            result.append(lst[left])
        else:
            result.append(lst[left])
            result.append(lst[right])
        left += 1
        right -= 1
    
    return result",Pass
gpt-4o-mini,renamed,lab02,71,"    if (a + b > c) and (a + c > b) and (b + c > a):
        # Calculate the semi-perimeter
        s = (a + b + c) / 2
        # Calculate the area using Heron's formula
        area = (s * (s - a) * (s - b) * (s - c)) ** 0.5
        return round(area, 2)
    else:
        return -1",Pass
gpt-4o-mini,renamed,lab02,72,    return q == q[::-1] and sum(q) <= w,Pass
gpt-4o-mini,renamed,lab02,73,"    n = len(arr)
    changes = 0
    
    for i in range(n // 2):
        if arr[i] != arr[n - 1 - i]:
            changes += 1
            
    return changes",Pass
gpt-4o-mini,renamed,lab02,74,"    def total_match(lst1, lst2):
        total_chars_lst1 = sum(len(s) for s in lst1)
        total_chars_lst2 = sum(len(s) for s in lst2)

        if total_chars_lst1 < total_chars_lst2:
            return lst1
        else:
            return lst2","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpaw68d3wn.py"", line 44, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpaw68d3wn.py"", line 29, in check
    assert candidate([], []) == []
           ^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4o-mini,renamed,lab02,75,"    if a < 1 or a >= 100:
        return False

    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_factors = []
    for i in range(2, a + 1):
        while a % i == 0 and is_prime(i):
            prime_factors.append(i)
            a //= i
            
    if len(set(prime_factors)) >= 3 and all(prime_factors.count(p) == 1 for p in set(prime_factors)):
        return True
    
    return False","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpdhizn911.py"", line 46, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpdhizn911.py"", line 36, in check
    assert candidate(8) == True
           ^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4o-mini,renamed,lab02,76,"    if n <= 1:
        return x == 1
    power = 1
    while n ** power < x:
        power += 1
    return n ** power == x","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpfm089a4g.py"", line 38, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpfm089a4g.py"", line 35, in check
    assert candidate(1, 12)==True, ""This prints if this assert fails 2 (also good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 2 (also good for debugging!)
"
gpt-4o-mini,renamed,lab02,77,    return int(round(a ** (1/3))) ** 3 == a,"Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp1g582dt_.py"", line 33, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp1g582dt_.py"", line 22, in check
    assert candidate(-1) == True, ""Third test error: "" + str(candidate(-1))
           ^^^^^^^^^^^^^
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp1g582dt_.py"", line 16, in test
    return int(round(a ** (1/3))) ** 3 == a
               ^^^^^^^^^^^^^^^^^
TypeError: type complex doesn't define __round__ method
"
gpt-4o-mini,renamed,lab02,78,"    prime_hex_digits = {'2', '3', '5', '7', 'B', 'D'}
    count = 0
    for digit in num:
        if digit in prime_hex_digits:
            count += 1
    return count",Pass
gpt-4o-mini,renamed,lab02,79,"    binary = bin(decimal)[2:]  # Convert decimal to binary and remove the '0b' prefix
    return 'db' + binary + 'db'",Pass
gpt-4o-mini,renamed,lab02,80,"    if len(s) < 3:
        return False
    
    for i in range(len(s) - 2):
        if s[i] == s[i + 1] or s[i] == s[i + 2] or s[i + 1] == s[i + 2]:
            return False
    
    return True",Pass
gpt-4o-mini,renamed,lab02,81,"    letter_grades = []
    
    for gpa in grades:
        if gpa == 4.0:
            letter_grades.append('A+')
        elif gpa > 3.7:
            letter_grades.append('A')
        elif gpa > 3.3:
            letter_grades.append('A-')
        elif gpa > 3.0:
            letter_grades.append('B+')
        elif gpa > 2.7:
            letter_grades.append('B')
        elif gpa > 2.3:
            letter_grades.append('B-')
        elif gpa > 2.0:
            letter_grades.append('C+')
        elif gpa > 1.7:
            letter_grades.append('C')
        elif gpa > 1.3:
            letter_grades.append('C-')
        elif gpa > 1.0:
            letter_grades.append('D+')
        elif gpa > 0.7:
            letter_grades.append('D')
        elif gpa > 0.0:
            letter_grades.append('D-')
        else:
            letter_grades.append('E')
    
    return letter_grades",Pass
gpt-4o-mini,renamed,lab02,82,"    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    return is_prime(len(string))",Pass
gpt-4o-mini,renamed,lab02,83,"    if n <= 0:
        return 0

    if n == 1:
        return 1  # Only the number ""1""

    # Count of n-digit positive integers = 9 * 10^(n-1)
    total_n_digit_numbers = 9 * (10 ** (n - 1))

    # Count of n-digit numbers that start with 1
    start_with_1 = 10 ** (n - 1)

    # Count of n-digit numbers that end with 1
    end_with_1 = 9 * (10 ** (n - 2)) if n > 1 else 0

    # Total count of n-digit numbers that start or end with 1
    return start_with_1 + end_with_1","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpvwxv_aog.py"", line 39, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpvwxv_aog.py"", line 30, in check
    assert candidate(2) == 18
           ^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4o-mini,renamed,lab02,84,"    digit_sum = sum(int(digit) for digit in str(N))
    return bin(digit_sum)[2:]",Pass
gpt-4o-mini,renamed,lab02,85,"    return sum(lst[i] for i in range(1, len(lst), 2) if lst[i] % 2 == 0)",Pass
gpt-4o-mini,renamed,lab02,86,"    words = s.split(' ')
    ordered_words = []

    for word in words:
        ordered_word = ''.join(sorted(word))
        ordered_words.append(ordered_word)

    return ' '.join(ordered_words)",Pass
gpt-4o-mini,renamed,lab02,87,"    result = []
    
    for row_idx, row in enumerate(lst):
        for col_idx, value in enumerate(row):
            if value == x:
                result.append((row_idx, col_idx))
    
    result.sort(key=lambda coord: (coord[0], -coord[1]))
    
    return result",Pass
gpt-4o-mini,renamed,lab02,88,"    if not array:
        return []
    
    first_value = array[0]
    last_value = array[-1]
    sum_indices = first_value + last_value
    
    sorted_array = array.copy()
    
    if sum_indices % 2 == 0:
        sorted_array.sort(reverse=True)
    else:
        sorted_array.sort()
    
    return sorted_array",Pass
gpt-4o-mini,renamed,lab02,89,"    def encrypt(s):
        encrypted = []
        for char in s:
            if char.isalpha():
                start = ord('a') if char.islower() else ord('A')
                shifted = (ord(char) - start + 4) % 26 + start
                encrypted.append(chr(shifted))
            else:
                encrypted.append(char)
        return ''.join(encrypted)
    
    return encrypt(s)",Pass
gpt-4o-mini,renamed,lab02,90,"    def next_smallest(lst):
        unique_elements = list(set(lst))
        if len(unique_elements) < 2:
            return None
        unique_elements.sort()
        return unique_elements[1]","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp3hko4dtu.py"", line 35, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmp3hko4dtu.py"", line 23, in check
    assert candidate([1, 2, 3, 4, 5]) == 2
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
"
gpt-4o-mini,renamed,lab02,91,"    import re
    
    sentences = re.split(r'[.!?]', S)
    count = 0
    
    for sentence in sentences:
        words = sentence.strip().split()
        if words and words[0].lower() == ""i"":
            count += 1
    
    return count",Pass
gpt-4o-mini,renamed,lab02,92,"    if not all(isinstance(i, int) for i in (x, y, z)):
        return False
    return x == y + z or y == x + z or z == x + y",Pass
gpt-4o-mini,renamed,lab02,93,"    vowels = 'aeiouAEIOU'
    new_message = []
    
    for char in message:
        if char.isalpha():
            if char in vowels:
                # Find the new character for the vowel
                new_char = chr(((ord(char.lower()) - ord('a') + 2) % 26) + ord('a')) if char.islower() else chr(((ord(char.lower()) - ord('a') + 2) % 26) + ord('A')).upper()
                new_message.append(new_char)
            else:
                # Swap case for consonants
                new_message.append(char.swapcase())
        else:
            new_message.append(char)
    
    return ''.join(new_message)","Traceback (most recent call last):
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpsygzwpbw.py"", line 45, in <module>
    check(test)
  File ""/var/folders/3f/dx390skx54s51c7kcqjp8gt80000gn/T/tmpsygzwpbw.py"", line 36, in check
    assert candidate('TEST') == 'tgst', ""This prints if this assert fails 1 (good for debugging!)""
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError: This prints if this assert fails 1 (good for debugging!)
"
